id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1417000000538636288,1416952259968069634,2021-07-19 11:25:01 India Standard Time,2021-07-19,11:25:01,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@snghnishant_ @mohitb999 Just heard about it man. Would like to know more on DM.,en,[],[],[],0,0,2,[],[],https://twitter.com/curiousharish/status/1417000000538636288,False,,0,,,,,,,,"[{'screen_name': 'snghnishant_', 'name': 'Nishant Singh', 'id': '866519876780703744'}, {'screen_name': 'mohitb999', 'name': 'Mohit Bhandari', 'id': '1130123095812059137'}]",,,,
1416970822585962496,1416952259968069634,2021-07-19 09:29:04 India Standard Time,2021-07-19,09:29:04,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@mohitb999 in Goa rn? Come home,en,[],[],[],1,0,10,[],[],https://twitter.com/curiousharish/status/1416970822585962496,False,,0,,,,,,,,"[{'screen_name': 'mohitb999', 'name': 'Mohit Bhandari', 'id': '1130123095812059137'}]",,,,
1415577698726907904,1415511347953950723,2021-07-15 13:13:18 India Standard Time,2021-07-15,13:13:18,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@akhil_bits @noahfromgoa @TheResoluteOne @kunksed In,und,[],[],[],0,0,1,[],[],https://twitter.com/curiousharish/status/1415577698726907904,False,,0,,,,,,,,"[{'screen_name': 'akhil_bits', 'name': 'Akhil Singh', 'id': '614305375'}, {'screen_name': 'noahfromgoa', 'name': 'Noah Martins', 'id': '1121421764053987328'}, {'screen_name': 'TheResoluteOne', 'name': 'Mihir Umarye 🏔️🚶', 'id': '326944825'}, {'screen_name': 'kunksed', 'name': 'Raj Kunkolienkar 🦁', 'id': '105437895'}]",,,,
1414599111773278211,1414599111773278211,2021-07-12 20:24:44 India Standard Time,2021-07-12,20:24:44,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Life update: setup our home office for @bluelearn  in Goa  https://t.co/HlynsuW8Ep,en,"[{'screen_name': 'bluelearn', 'name': 'bluelearn (previously clinify)', 'id': '1393633937960824832'}]",[],['https://pbs.twimg.com/media/E6GqXZ5VUAEh4V6.jpg'],21,9,473,[],[],https://twitter.com/curiousharish/status/1414599111773278211,False,,1,https://pbs.twimg.com/media/E6GqXZ5VUAEh4V6.jpg,,,,,,,[],,,,
1414110415768887297,1413860875744681990,2021-07-11 12:02:50 India Standard Time,2021-07-11,12:02:50,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"@aryxnsharma Yesterday and day before, yes",en,[],[],[],0,0,2,[],[],https://twitter.com/curiousharish/status/1414110415768887297,False,,0,,,,,,,,"[{'screen_name': 'aryxnsharma', 'name': 'Aryan ⠕', 'id': '1125757371861520389'}]",,,,
1414084008070180868,1413851507020103680,2021-07-11 10:17:54 India Standard Time,2021-07-11,10:17:54,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@randomusements @the_sangle soon soon,en,[],[],[],0,0,2,[],[],https://twitter.com/curiousharish/status/1414084008070180868,False,,0,,,,,,,,"[{'screen_name': 'randomusements', 'name': 'Saurabh Sharma', 'id': '1036563885837275136'}, {'screen_name': 'the_sangle', 'name': 'Gaurav', 'id': '993510750097309699'}]",,,,
1413880221028143110,1413851507020103680,2021-07-10 20:48:07 India Standard Time,2021-07-10,20:48:07,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"@malikgarv @the_sangle Haan, film karliya",hi,[],[],[],0,0,1,[],[],https://twitter.com/curiousharish/status/1413880221028143110,False,,0,,,,,,,,"[{'screen_name': 'malikgarv', 'name': 'Garv Malik', 'id': '1183634323'}, {'screen_name': 'the_sangle', 'name': 'Gaurav', 'id': '993510750097309699'}]",,,,
1413874036388421633,1413851507020103680,2021-07-10 20:23:33 India Standard Time,2021-07-10,20:23:33,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@abhiiitdelhi @the_sangle Hahaha😂 sure,tl,[],[],[],0,0,0,[],[],https://twitter.com/curiousharish/status/1413874036388421633,False,,0,,,,,,,,"[{'screen_name': 'abhiiitdelhi', 'name': 'Abhishek Agrawal', 'id': '3301112726'}, {'screen_name': 'the_sangle', 'name': 'Gaurav', 'id': '993510750097309699'}]",,,,
1413861101339504642,1413513332863078408,2021-07-10 19:32:09 India Standard Time,2021-07-10,19:32:09,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@JuliusAlphonso Lol,und,[],[],[],0,0,0,[],[],https://twitter.com/curiousharish/status/1413861101339504642,False,,0,,,,,,,,"[{'screen_name': 'JuliusAlphonso', 'name': 'Julius Alphonso', 'id': '1060721999205617664'}]",,,,
1413860875744681990,1413860875744681990,2021-07-10 19:31:15 India Standard Time,2021-07-10,19:31:15,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Yusss! Mohit and Gaurav are building the future of fintech,en,[],[],[],5,0,63,[],[],https://twitter.com/curiousharish/status/1413860875744681990,False,https://twitter.com/mohitb999/status/1413850720441413632,0,,,,,,,,[],,,,
1413860642138722313,1413860642138722313,2021-07-10 19:30:20 India Standard Time,2021-07-10,19:30:20,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Pleasure meeting you Bois!,en,[],[],[],0,1,23,[],[],https://twitter.com/curiousharish/status/1413860642138722313,False,https://twitter.com/the_sangle/status/1413851507020103680,0,,,,,,,,[],,,,
1413534196866322441,1413513332863078408,2021-07-09 21:53:09 India Standard Time,2021-07-09,21:53:09,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@athrvakhrbde @krishnalohiaaa Super job,en,[],[],[],1,0,0,[],[],https://twitter.com/curiousharish/status/1413534196866322441,False,,0,,,,,,,,"[{'screen_name': 'athrvakhrbde', 'name': 'Atharva Kharbade', 'id': '1171818724883460096'}, {'screen_name': 'krishnalohiaaa', 'name': 'Krishna Lohia', 'id': '1252620457385189377'}]",,,,
1413513332863078408,1413513332863078408,2021-07-09 20:30:15 India Standard Time,2021-07-09,20:30:15,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,The best ads don't look like ads.,en,[],[],[],9,4,160,[],[],https://twitter.com/curiousharish/status/1413513332863078408,False,,0,,,,,,,,[],,,,
1413115654304014339,1413096034603986950,2021-07-08 18:10:01 India Standard Time,2021-07-08,18:10:01,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@the_sangle kya karra hain🤣,hi,[],[],[],1,0,4,[],[],https://twitter.com/curiousharish/status/1413115654304014339,False,,0,,,,,,,,"[{'screen_name': 'the_sangle', 'name': 'Gaurav', 'id': '993510750097309699'}]",,,,
1413095391000551424,1413081584140374019,2021-07-08 16:49:29 India Standard Time,2021-07-08,16:49:29,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@mehulmpt @AntlerGlobal Way to go man!!!! You've truly been an inspiration in my journey. Would never forget the long discussions we had at canteens haha,en,[],[],[],0,0,11,[],[],https://twitter.com/curiousharish/status/1413095391000551424,False,,0,,,,,,,,"[{'screen_name': 'mehulmpt', 'name': 'Mehul Mohan', 'id': '489468287'}, {'screen_name': 'AntlerGlobal', 'name': 'Antler', 'id': '1032885581049524226'}]",,,,
1413089487790383107,1413089487790383107,2021-07-08 16:26:02 India Standard Time,2021-07-08,16:26:02,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,This will be huge!,en,[],[],[],0,0,6,[],[],https://twitter.com/curiousharish/status/1413089487790383107,False,https://twitter.com/mehulmpt/status/1413081617963249665,0,,,,,,,,[],,,,
1412836871504158721,1412411989310246916,2021-07-07 23:42:14 India Standard Time,2021-07-07,23:42:14,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@ShahRathin @Avicii Damnson,en,[],[],[],0,0,1,[],[],https://twitter.com/curiousharish/status/1412836871504158721,False,,0,,,,,,,,"[{'screen_name': 'ShahRathin', 'name': 'Rathin Shah', 'id': '389453246'}, {'screen_name': 'Avicii', 'name': 'Tim Bergling', 'id': '27476141'}]",,,,
1412733056046100482,1412733056046100482,2021-07-07 16:49:42 India Standard Time,2021-07-07,16:49:42,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"When I started vlogging in public back in college, I was super scared   Today I saw a guy vlogging at the mall and I really didn't care because I was busy with my own thing.  That's when I realised, everyone's too busy to even notice you. Just do it as long as it's legal.",en,[],[],[],4,4,155,[],[],https://twitter.com/curiousharish/status/1412733056046100482,False,,0,,,,,,,,[],,,,
1412623225956159489,1412531917690388482,2021-07-07 09:33:16 India Standard Time,2021-07-07,09:33:16,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@VCBrags Hope it's enough value,en,[],[],[],0,0,6,[],[],https://twitter.com/curiousharish/status/1412623225956159489,False,,0,,,,,,,,"[{'screen_name': 'VCBrags', 'name': 'VCs Congratulating Themselves 👏👏👏', 'id': '1192625531025608705'}]",,,,
1411711042330103810,1411687372404625413,2021-07-04 21:08:35 India Standard Time,2021-07-04,21:08:35,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@shreyans512 @BrianNorgard @Shreyans_23 @bluelearn Thanks bud,en,[],[],[],0,0,3,[],[],https://twitter.com/curiousharish/status/1411711042330103810,False,,0,,,,,,,,"[{'screen_name': 'shreyans512', 'name': 'shreyanssingh.in', 'id': '1262417501369110528'}, {'screen_name': 'BrianNorgard', 'name': 'Norgard', 'id': '9006952'}, {'screen_name': 'Shreyans_23', 'name': 'Shreyans Sancheti', 'id': '829510575092854785'}, {'screen_name': 'bluelearn', 'name': 'BlueLearn (previously Clinify)', 'id': '1393633937960824832'}]",,,,
1411586359781826560,1411586359781826560,2021-07-04 12:53:08 India Standard Time,2021-07-04,12:53:08,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,I like to use memes in my slides,en,[],[],[],2,3,82,[],[],https://twitter.com/curiousharish/status/1411586359781826560,False,,0,,,,,,,,[],,,,
1411582783999254528,1411582783999254528,2021-07-04 12:38:56 India Standard Time,2021-07-04,12:38:56,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,I get great ideas while I'm trying to sleep at night. Mornings are spent regretting and trying to remember what those ideas were.,en,[],[],[],18,9,175,[],[],https://twitter.com/curiousharish/status/1411582783999254528,False,,0,,,,,,,,[],,,,
1411390549215510529,1411390549215510529,2021-07-03 23:55:03 India Standard Time,2021-07-03,23:55:03,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"I'm trying my best to either say ""yes"" or ""no"" rather than saying ""I'll let you know"" when someone asks for a favour.  Hope I become better at it.",en,[],[],[],2,3,100,[],[],https://twitter.com/curiousharish/status/1411390549215510529,False,,0,,,,,,,,[],,,,
1411385729234595840,1411385729234595840,2021-07-03 23:35:54 India Standard Time,2021-07-03,23:35:54,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Lol,und,[],[],[],1,0,11,[],[],https://twitter.com/curiousharish/status/1411385729234595840,False,https://twitter.com/shobhitic/status/1411264938220265472,0,,,,,,,,[],,,,
1411385046687125508,1411185538946637831,2021-07-03 23:33:12 India Standard Time,2021-07-03,23:33:12,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@Shreyans_23 What did you watch?,en,[],[],[],1,0,4,[],[],https://twitter.com/curiousharish/status/1411385046687125508,False,,0,,,,,,,,"[{'screen_name': 'Shreyans_23', 'name': 'Shreyans Sancheti', 'id': '829510575092854785'}]",,,,
1410961001420189700,1410961001420189700,2021-07-02 19:28:11 India Standard Time,2021-07-02,19:28:11,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"@bluelearn  is now 40,000 members strong. Gen-Z students from 3000 different schools and colleges in India. Nothing more gratifying than meeting and interacting with community members :)  Next stop - 50,000 members.",en,[],[],[],1,1,31,[],[],https://twitter.com/curiousharish/status/1410961001420189700,False,,0,,,,,,,,[],,,,
1410946241018490885,1410890857692078084,2021-07-02 18:29:32 India Standard Time,2021-07-02,18:29:32,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@VarunMayya Coz US workplaces are opening up. India might see a drop too imo over the next few months,en,[],[],[],1,0,17,[],[],https://twitter.com/curiousharish/status/1410946241018490885,False,,0,,,,,,,,"[{'screen_name': 'VarunMayya', 'name': 'Varun Mayya', 'id': '567961995'}]",,,,
1410824238244581376,1410824238244581376,2021-07-02 10:24:44 India Standard Time,2021-07-02,10:24:44,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Hahahaha,tl,[],[],[],0,0,8,[],[],https://twitter.com/curiousharish/status/1410824238244581376,False,https://twitter.com/APompliano/status/1410728051160150021,0,,,,,,,,[],,,,
1410821860267159556,1410660104047796226,2021-07-02 10:15:17 India Standard Time,2021-07-02,10:15:17,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@VirajCz Congratulations,en,[],[],[],1,0,3,[],[],https://twitter.com/curiousharish/status/1410821860267159556,False,,0,,,,,,,,"[{'screen_name': 'VirajCz', 'name': 'Viraj Chhajed', 'id': '1172058590707769344'}]",,,,
1410821786439229444,1410564749335560198,2021-07-02 10:15:00 India Standard Time,2021-07-02,10:15:00,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"@RohanKhurana001 @ronitmangnani @bluelearn Yes, indeed",en,[],[],[],0,0,0,[],[],https://twitter.com/curiousharish/status/1410821786439229444,False,,0,,,,,,,,"[{'screen_name': 'RohanKhurana001', 'name': 'Rohan⚡', 'id': '1264829666075922434'}, {'screen_name': 'ronitmangnani', 'name': 'Ronit Mangnani', 'id': '848816608189349888'}, {'screen_name': 'bluelearn', 'name': 'BlueLearn (previously Clinify)', 'id': '1393633937960824832'}]",,,,
1410821660404588545,1410582823585697793,2021-07-02 10:14:30 India Standard Time,2021-07-02,10:14:30,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@astroboyhimansh @bluelearn Congratulations,en,[],[],[],1,0,1,[],[],https://twitter.com/curiousharish/status/1410821660404588545,False,,0,,,,,,,,"[{'screen_name': 'astroboyhimansh', 'name': 'Himanshu', 'id': '1327289448594243585'}, {'screen_name': 'bluelearn', 'name': 'BlueLearn (previously Clinify)', 'id': '1393633937960824832'}]",,,,
1410583542451507205,1410582823585697793,2021-07-01 18:28:18 India Standard Time,2021-07-01,18:28:18,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@bluelearn 🍕,und,[],[],[],1,0,2,[],[],https://twitter.com/curiousharish/status/1410583542451507205,False,,0,,,,,,,,"[{'screen_name': 'bluelearn', 'name': 'BlueLearn (previously Clinify)', 'id': '1393633937960824832'}]",,,,
1410564749335560198,1410564749335560198,2021-07-01 17:13:37 India Standard Time,2021-07-01,17:13:37,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@ronitmangnani did a session on @bluelearn about getting US clients while freelancing. Super smart guy! Really inspirational for a lot of youth in India. Keep going🚀  https://t.co/qxxujURggB,en,"[{'screen_name': 'bluelearn', 'name': 'bluelearn (previously clinify)', 'id': '1393633937960824832'}]",[],['https://pbs.twimg.com/media/E5NVF-EVcAoWjzt.jpg'],2,2,28,[],[],https://twitter.com/curiousharish/status/1410564749335560198,False,,1,https://pbs.twimg.com/media/E5NVF-EVcAoWjzt.jpg,,,,,,,[],,,,
1410514720944058373,1410181823812931584,2021-07-01 13:54:50 India Standard Time,2021-07-01,13:54:50,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"@kashishguptaaa As Americans get back to work, Clubhouse might get dominated by Indians",en,[],[],[],0,0,11,[],[],https://twitter.com/curiousharish/status/1410514720944058373,False,,0,,,,,,,,"[{'screen_name': 'kashishguptaaa', 'name': 'Kashish Gupta', 'id': '1200892372977979392'}]",,,,
1410386560978067457,1410306929595871234,2021-07-01 05:25:34 India Standard Time,2021-07-01,05:25:34,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@kunksed Crazy Goan side hustle,en,[],[],[],0,0,2,[],[],https://twitter.com/curiousharish/status/1410386560978067457,False,,0,,,,,,,,"[{'screen_name': 'kunksed', 'name': 'Raj Kunkolienkar 🦁', 'id': '105437895'}]",,,,
1410196511154053125,1410196511154053125,2021-06-30 16:50:23 India Standard Time,2021-06-30,16:50:23,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Excited for this!!,en,[],[],[],1,0,8,[],[],https://twitter.com/curiousharish/status/1410196511154053125,False,https://twitter.com/bluelearn/status/1410189810220761096,0,,,,,,,,[],,,,
1410155401807491073,1410155401807491073,2021-06-30 14:07:01 India Standard Time,2021-06-30,14:07:01,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Most people are so helpful. All you gotta do is be shameless and ask.,en,[],[],[],13,26,453,[],[],https://twitter.com/curiousharish/status/1410155401807491073,False,,0,,,,,,,,[],,,,
1409926960105492481,1409896945120862211,2021-06-29 22:59:17 India Standard Time,2021-06-29,22:59:17,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@bluelearn About how JEE screws over half the population,en,[],[],[],2,0,29,[],[],https://twitter.com/curiousharish/status/1409926960105492481,False,,0,,,,,,,,"[{'screen_name': 'bluelearn', 'name': 'BlueLearn (previously Clinify)', 'id': '1393633937960824832'}]",,,,
1409794866540732419,1409794866540732419,2021-06-29 14:14:23 India Standard Time,2021-06-29,14:14:23,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Interested in product management at top startups?,en,[],[],[],1,0,9,[],[],https://twitter.com/curiousharish/status/1409794866540732419,False,https://twitter.com/bluelearn/status/1409794602891059203,0,,,,,,,,[],,,,
1409790044865404929,1409790044865404929,2021-06-29 13:55:13 India Standard Time,2021-06-29,13:55:13,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"How to make $1Mn?  Build a Clubhouse like drop-in audio infrastructure and sell it to all social media apps that still don't have it.  Sell it for $100,000, get 10 clients and there you go!",en,[],[],[],10,5,118,[],[],https://twitter.com/curiousharish/status/1409790044865404929,False,,0,,,,,,,,[],,,,
1409566064711593987,1409553183391682561,2021-06-28 23:05:12 India Standard Time,2021-06-28,23:05:12,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"@mehulmpt @bluelearn oof, bad math",en,[],[],[],0,0,0,[],[],https://twitter.com/curiousharish/status/1409566064711593987,False,,0,,,,,,,,"[{'screen_name': 'mehulmpt', 'name': 'Mehul Mohan', 'id': '489468287'}, {'screen_name': 'bluelearn', 'name': 'BlueLearn (previously Clinify)', 'id': '1393633937960824832'}]",,,,
1409556303551205378,1409553183391682561,2021-06-28 22:26:25 India Standard Time,2021-06-28,22:26:25,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@mehulmpt @bluelearn it's % bro lol,en,[],[],[],1,0,2,[],[],https://twitter.com/curiousharish/status/1409556303551205378,False,,0,,,,,,,,"[{'screen_name': 'mehulmpt', 'name': 'Mehul Mohan', 'id': '489468287'}, {'screen_name': 'bluelearn', 'name': 'BlueLearn (previously Clinify)', 'id': '1393633937960824832'}]",,,,
1409553406574825478,1409445271394607104,2021-06-28 22:14:55 India Standard Time,2021-06-28,22:14:55,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@Shreyans_23 @paraschopra lmaooo,ht,[],[],[],0,0,3,[],[],https://twitter.com/curiousharish/status/1409553406574825478,False,,0,,,,,,,,"[{'screen_name': 'Shreyans_23', 'name': 'Shreyans Sancheti', 'id': '829510575092854785'}, {'screen_name': 'paraschopra', 'name': 'Paras Chopra', 'id': '14832563'}]",,,,
1409553183391682561,1409553183391682561,2021-06-28 22:14:01 India Standard Time,2021-06-28,22:14:01,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Raunak is one of the best speakers I've ever seen. He did a session on @bluelearn community and the audience retention was 99.99999%!!!!!,en,"[{'screen_name': 'bluelearn', 'name': 'bluelearn (previously clinify)', 'id': '1393633937960824832'}]",[],[],3,0,18,[],[],https://twitter.com/curiousharish/status/1409553183391682561,False,https://twitter.com/raunak246/status/1409524639211003904,0,,,,,,,,[],,,,
1409377224042500102,1409283872555102211,2021-06-28 10:34:49 India Standard Time,2021-06-28,10:34:49,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@virajraundal8 Build Omegle,en,[],[],[],1,0,9,[],[],https://twitter.com/curiousharish/status/1409377224042500102,False,,0,,,,,,,,"[{'screen_name': 'virajraundal8', 'name': 'Viraj Raundal', 'id': '1351864781808930816'}]",,,,
1409220447242096640,1409215456162979843,2021-06-28 00:11:51 India Standard Time,2021-06-28,00:11:51,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@AveralLourenco big achievement 👏,en,[],[],[],1,0,9,[],[],https://twitter.com/curiousharish/status/1409220447242096640,False,,0,,,,,,,,"[{'screen_name': 'AveralLourenco', 'name': 'Averal L', 'id': '1364950572189769731'}]",,,,
1409138785732894720,1409138107006390277,2021-06-27 18:47:21 India Standard Time,2021-06-27,18:47:21,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@championswimmer @shashanktodwal might help. Not sure if he's active on Twitter. Happy to share contact on DM.,en,[],[],[],1,0,2,[],[],https://twitter.com/curiousharish/status/1409138785732894720,False,,0,,,,,,,,"[{'screen_name': 'championswimmer', 'name': 'Arnav Gupta😷 💉◾💉□', 'id': '63066473'}]",,,,
1409138525149093889,1409029399463088131,2021-06-27 18:46:19 India Standard Time,2021-06-27,18:46:19,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@noahfromgoa No,und,[],[],[],0,0,4,[],[],https://twitter.com/curiousharish/status/1409138525149093889,False,,0,,,,,,,,"[{'screen_name': 'noahfromgoa', 'name': 'Noah Martins', 'id': '1121421764053987328'}]",,,,
1408103962306244608,1408103962306244608,2021-06-24 22:15:20 India Standard Time,2021-06-24,22:15:20,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Congratulations Anirudh. Keep going 🚀🚀🚀,en,[],[],[],1,0,23,[],[],https://twitter.com/curiousharish/status/1408103962306244608,False,https://twitter.com/SinglaAnirudh/status/1408091891288006658,0,,,,,,,,[],,,,
1408103524206923789,1408094661411950595,2021-06-24 22:13:36 India Standard Time,2021-06-24,22:13:36,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@Mandybuoy @Pepper_Content 💯,und,[],[],[],0,0,1,[],[],https://twitter.com/curiousharish/status/1408103524206923789,False,,0,,,,,,,,"[{'screen_name': 'Mandybuoy', 'name': 'Gaurav Mandlecha', 'id': '811636354564165633'}, {'screen_name': 'Pepper_Content', 'name': 'Pepper Content', 'id': '1134784696745832448'}]",,,,
1408001779845926913,1407961355664052224,2021-06-24 15:29:18 India Standard Time,2021-06-24,15:29:18,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"@khanshafin_sk yuss, just ordered that's why panic tweeted lol",en,[],[],[],0,0,1,[],[],https://twitter.com/curiousharish/status/1408001779845926913,False,,0,,,,,,,,"[{'screen_name': 'khanshafin_sk', 'name': 'Shafin Khan', 'id': '1274356135194214401'}]",,,,
1407961630642565122,1406117232514453505,2021-06-24 12:49:46 India Standard Time,2021-06-24,12:49:46,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@mahaprasad_ @bluelearn Keep going,en,[],[],[],0,0,1,[],[],https://twitter.com/curiousharish/status/1407961630642565122,False,,0,,,,,,,,"[{'screen_name': 'mahaprasad_', 'name': 'Mahaprasad ❄', 'id': '1261902532747681792'}, {'screen_name': 'bluelearn', 'name': 'BlueLearn (previously Clinify)', 'id': '1393633937960824832'}]",,,,
1407921811438723077,1406117232514453505,2021-06-24 10:11:32 India Standard Time,2021-06-24,10:11:32,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@mahaprasad_ Looks like @bluelearn,en,"[{'screen_name': 'bluelearn', 'name': 'bluelearn (previously clinify)', 'id': '1393633937960824832'}]",[],[],1,0,0,[],[],https://twitter.com/curiousharish/status/1407921811438723077,False,,0,,,,,,,,"[{'screen_name': 'mahaprasad_', 'name': 'Mahaprasad ❄', 'id': '1261902532747681792'}]",,,,
1407731033261240333,1407731033261240333,2021-06-23 21:33:27 India Standard Time,2021-06-23,21:33:27,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Was super fun chatting with fellow BITSians and @TitanCapitalVC. Thanks @bipin_28 @1kunalbahl @abhiiitdelhi 🙌,en,"[{'screen_name': 'titancapitalvc', 'name': 'titan capital', 'id': '1276080961118064640'}, {'screen_name': 'bipin_28', 'name': 'bipin shah', 'id': '175718164'}, {'screen_name': '1kunalbahl', 'name': 'kunal bahl', 'id': '135227064'}, {'screen_name': 'abhiiitdelhi', 'name': 'abhishek agrawal', 'id': '3301112726'}]",[],[],0,1,14,[],[],https://twitter.com/curiousharish/status/1407731033261240333,False,https://twitter.com/chandrarsrikant/status/1407726763443056641,0,,,,,,,,[],,,,
1407730764708388864,1407726763443056641,2021-06-23 21:32:23 India Standard Time,2021-06-23,21:32:23,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@chandrarsrikant @TitanCapitalVC @1kunalbahl @phanindrasama Yayy!,en,[],[],[],1,0,1,[],[],https://twitter.com/curiousharish/status/1407730764708388864,False,,0,,,,,,,,"[{'screen_name': 'chandrarsrikant', 'name': 'Chandra R. Srikanth', 'id': '16362321'}, {'screen_name': 'TitanCapitalVC', 'name': 'Titan Capital', 'id': '1276080961118064640'}, {'screen_name': '1kunalbahl', 'name': 'Kunal Bahl', 'id': '135227064'}, {'screen_name': 'phanindrasama', 'name': 'Phanindra Sama', 'id': '2276590446'}]",,,,
1407345437061881861,1407345437061881861,2021-06-22 20:01:14 India Standard Time,2021-06-22,20:01:14,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,"@bluelearn great session with @mehtasanjay. Community members learnt about idea validation, raising first round, and finding co-founders  https://t.co/aj7Ex3gUEg",en,"[{'screen_name': 'mehtasanjay', 'name': 'mehta sanjay', 'id': '17333440'}]",[],['https://pbs.twimg.com/media/E4fk_GCXMAwsD69.jpg'],1,0,8,[],[],https://twitter.com/curiousharish/status/1407345437061881861,False,,1,https://pbs.twimg.com/media/E4fk_GCXMAwsD69.jpg,,,,,,,[],,,,
1407024896308170755,1407024210321367043,2021-06-21 22:47:31 India Standard Time,2021-06-21,22:47:31,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@VarunMayya Too many random rooms,en,[],[],[],1,0,34,[],[],https://twitter.com/curiousharish/status/1407024896308170755,False,,0,,,,,,,,"[{'screen_name': 'VarunMayya', 'name': 'Varun Mayya', 'id': '567961995'}]",,,,
1406580424084639749,1406333290202632197,2021-06-20 17:21:20 India Standard Time,2021-06-20,17:21:20,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,@dawksh @heroku EC2? Or Netlify?,en,[],[],[],0,0,3,[],[],https://twitter.com/curiousharish/status/1406580424084639749,False,,0,,,,,,,,"[{'screen_name': 'dawksh', 'name': 'daksh ⚡', 'id': '1295361091875172357'}, {'screen_name': 'heroku', 'name': 'Heroku', 'id': '10257182'}]",,,,
1406580113999765504,1406580113999765504,2021-06-20 17:20:06 India Standard Time,2021-06-20,17:20:06,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Glad to be part of it :),en,[],[],[],2,1,57,[],[],https://twitter.com/curiousharish/status/1406580113999765504,False,https://twitter.com/TitanCapitalVC/status/1406494871259516931,0,,,,,,,,[],,,,
1405730839107805189,1405730839107805189,2021-06-18 09:05:23 India Standard Time,2021-06-18,09:05:23,+0530,1213353622576123905,curiousharish,Harish Uthayakumar,,Spotify launches Greenroom to compete with Clubhouse  Waiting for LinkedIn to launch its audio social media called Blueroom,en,[],[],[],9,3,117,[],[],https://twitter.com/curiousharish/status/1405730839107805189,False,,0,,,,,,,,[],,,,
